id,Title,Description,Short Description,Price,Images,Variant 1,Variant 2,Variant 3,Category,SubCategory,Tags
Adel_ValPaks_034,Adel 61 - SUPREN DROPS 20ml for Adrenal Gland,"FOR THE TREATMENT IN STRENGTHENING OF ADRENAL GLAND.  . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities  
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/p2yj7nbdijja5st0ijsj_212fd624-a8c6-45ba-afd6-4cdde6fd8442.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_035,Adel 39 - APO-SCIATICA DROPS 20ml for Low Back Pain,"Sciatica, Pain in the Legs/Arms, Low Back Pain and Rheumatism.  . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities  
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/ilwx1ng8bolg38xsf4df_f99fd699-08a3-4ca8-8d16-8d1b6e390151.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_036,Adel 48 - ITIRES DROPS 20ml for Boosting Immunity,"FOR TREATMENT OF SWOLLEN LYMPH NODES LYMPHATIC CONDITIONS, BOOSTING OF IMMUNITY AND SUPPORTIVE TREATMENT OF CANCER.  . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities  
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/t0gxmeikj5zaxy3k5mpa_8ad9d51d-a555-49dd-a3a5-ac27c9fb9fd1.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_037,Adel 40 - VERINTEX INTERNAL DROPS 20ml for Warts,"FOR TREATMENT OF ALL TYPES OF WARTS.  . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities  
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/q6pytx7kyjsazs2nd6pp_3af75d01-2bde-4901-aa2f-46f99939930c.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_038,Adel 44 - VENORBIS DROPS 20ml for Varicose Veins,"For Diseases of the Veins (Varicose Veins).  . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities  
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/mekoznmfztvtefgwrmia_20ac8e70-be51-49b5-ac1c-2133c5100b75.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_039,Adel 49 - APO-ENTERIT DROPS 20ml for Diarrhoea,"For Diarrhoea, Gastroenteritis, Abdominal Cramps and Food Poisoning.  . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities  
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/joafytxs4esl0ordw062_27205575-0c79-4849-802f-c420235304b0.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_040,Adel 69 - CLAUPAREST DROPS 20ml for Gangrenous processes,"FOR CIRCULATORY DISTURBANCES CAUSING VERTIGO, TINGLING, CRAMPS AND GANGRENOUS PROCESSES.  . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities  
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/kpkllveouuuzo92jg7dm_b0e0e0aa-7024-43f1-93a3-168ddbdf3ded.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_041,Adel1- APO-DOLOR DROPS 20ml for Headaches including Migraine,"For Headaches including Migraine, Neuralgia, Pain in Body and Legs.  . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities  
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/duqocn7w9exhhxr4kvn7_d5de835e-4884-42f1-92d5-24ecaa9dece0.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_042,Adel 86 - VERINTEX N EXTERNAL DROPS 20ml for Warts,"FOR ALL FORMS OF WARTS.  . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities  
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/r3agewfr8k8mkuoxnr8u_c59fd725-b90a-47e8-bef3-bd1327f7d045.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_043,Adel 9 - CRI-REGEN DROPS 20ml for Hair Loss,"FOR PREMATURE HAIR LOSS, THINNING OF HAIR.  . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities  
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/wqljpwmhg3pe97a0f6au_1919a8b9-541b-42ce-b30e-0aa060f2427f.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_044,Adel 14 - FERRODONA DROPS 20ml for Anaemia,"FOR IRON DEFICIENCY (ANAEMIA).  . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities  
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/chrllxhpejj2u6ewwkp3_0b92a088-7405-4545-9f65-68d903620999.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_045,Adel 10 DEASTH DROPS 20ml for Asthma,"For Asthma (Acute and Chronic), Wheezing and Allergic Cough.  . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities  
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/olgqsejqme4lvjyannld_9de10150-4d23-41bf-8a18-dd84751c89e6.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_046,Adel 5 - APO-STOM DROPS 20ml for Acidity,"For Acidity, Vomiting and Stomach Related Problems.  . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities  
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/egg5cwf5hyx5mspesmju_facde3e7-3112-4b98-8cef-097b47115d7c.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_047,Adel 8 - CO-HYPERT DROPS 20ml for High BP,"FOR HIGH BLOOD PRESSURE.  . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities  
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/bzlldql4wgsttorpi3zp_86b18349-1b5c-4ecd-9189-cf62e69aac38.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_048,Adel 13 - FATTEX DROPS 20ml for Weight Loss,"FOR REDUCING BODY WEIGHT (SLIMMING EFFECT).  . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities  
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/mnepn39nvgqdp5rqaxcm_9a8812fb-6007-48ef-9e7d-0fc4646dd15a.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_049,Adel 11 - DEFAETON DROPS 20ml for Acute,"FOR ACUTE, CHRONIC CONSTIPATION.  . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities  
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/otnse1qeuhobjhvm87ug_40d37f95-7d98-41e7-b1b8-920dc8964fa5.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_050,Adel 36-POLLON DROPS 20ml for Disturbances of Sexual Function,"For Premature old age in young persons, failing erection when attempting coition, feeble erection, etc.  . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities  
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/gjopad47zvkoicfehsyq_e0bf4de9-8e1c-4d52-8420-6a1ae1010bf4.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_051,2 x pack of Adel Diacard Gold Drops Madaus,"HOMOEOPAHTIC DROPS FOR THE HEART. . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities  
  Please consult a Physician before purchasing and do not self medicate.",,17.99,https://cdn.shopify.com/s/files/1/1312/2961/products/11eamzt9sml._sl1500.jpg,,Pack of 3 $45,,adel tinctures,homeopathy,
Adel_ValPaks_052,Adel 33. Apo-oedem,"For different forms of oedema including cardiac, hepatic, kidney, lymphatic and, subcutaneous cell tissue that cause swollen ankles and bloating.
 . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/21vsle9rkal._sl1500.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_053,Adel 66. Toxex,"For removal of external and internal toxins and treatment of infections The Blood Purifier.
 . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/11vrkj0csjl._sl1500.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_054,Adel Germany 49. Apo-Enterit 20 ml Drops," . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities  
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/41oazu95qtl._sl1500_82d4397a-4d9a-4c5c-9c1e-bc38f739d7b9.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_055,Adel Germany 49. Apo-Enterit 20 ml Drops," . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities  
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/41oazu95qtl._sl1500_39a4e119-51e8-43aa-95c3-fec6ab812680.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_056,Adel Germany 44. Venorbis Drops 20 ml," . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities  
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/41oazu95qtl._sl1500_e949c0e0-c849-46c6-8bd4-f39406947f96.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_057,Adel Germany Adel 29. Akutur For Urinary Tract Infection 20 ml Drops,"For Urinary tract infection . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities  
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/41oazu95qtl._sl1500_15961a79-b301-48ba-b698-56fae67ec862.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_058,Adel Germany 49. Apo-Enterit 20 ml Drops," . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities  
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/41oazu95qtl._sl1500_20bb1c55-09e1-4e1e-9cd1-a414fa96a189.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_059,Adel Germany 43. Cardinorma Drops 20 ml,"FOR HEART DROPSS (ANGINA: WEAKNESS OF HEART MUSCLES) AND IRREGULAR HEART BEATS. 
 . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/11t40rdzscl._sl1500_559a7418-c588-4055-b08a-2dadb4596e6b.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_060,Adel 78. Dercut Ointment,"FOR PSORIASIS, PIMPLES (ACNE VULGARIS), ECZEMA, URTICARIA AND OTHER SKIN DISEASES
 . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities
  Please consult a Physician before purchasing and do not self medicate.",,20,https://cdn.shopify.com/s/files/1/1312/2961/products/21zzuxwaisl._sl1500.jpg,,,,adel tinctures,homeopathy,
Adel_ValPaks_061,Adel 73. For Fungal Infections Mucan 20 ml Drops,"FOR FUNGAL INFECTIONS OF HAIR, NAILS AND SKIN
 . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/ADEL_2073.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_062,Adel Germany21 Proscenat Drops 20 ml Drops,"FOR PROSTATE ENLARGEMENT, PROSTATITIS AND OTHER RELATED PROBLEMS . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities  
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/ADEL_2021.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_063,Adel 86. Verintex N External 20 ml Drops," For all forms of warts, like juvenile warts, plantar warts, senile warts, vulgar warts, warts surrounding nails. . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities  
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/ADEL_2086_5e16db35-0a8a-4aaa-94f5-969847428180.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_064,Adel Germany 54. Cangust Drops 20 ml,"For Prevention And Folllow-up Treatment After A Heart Attack Adel 54
 . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/HY0204_3.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
Adel_ValPaks_065,Adel Germany 44. Venorbis Drops 20 ml,"Adel44 (venorbis) Drops Are Very Useful Homoeopathic Complex Which Treats The Diseases  . 
 The Adel 1-87 series of homeopathic medicines cover most of the general ailments/health conditions from head to toe. Original German homeopathic products manufactured and packed (sealed) in Germany in ultra modern manufacturing facilities  
  Please consult a Physician before purchasing and do not self medicate.",,13.5,https://cdn.shopify.com/s/files/1/1312/2961/products/11xvgrtpnvl._sl1500_74aff79b-fa0f-47a3-bbd1-04951e97350d.jpg,Pack of 2 $25.99,Pack of 3 $33,Pack of 5 $48,adel tinctures,homeopathy,
